Lead Actuator Force ,Lead Actuator Displacment 
-6.51,-1.15
-6.62,-1.20
-6.72,-1.24
-6.81,-1.29
-6.90,-1.33
-6.97,-1.37
-7.04,-1.42
-7.11,-1.47
-7.17,-1.51
-7.22,-1.56
-7.29,-1.60
-7.36,-1.64
-7.42,-1.69
-7.49,-1.73
-7.55,-1.78
-7.61,-1.82
-7.68,-1.87
-7.74,-1.91
-7.80,-1.96
-7.88,-2.00
-7.94,-2.05
-8.01,-2.09
-8.08,-2.14
-8.15,-2.18
-8.20,-2.22
-8.29,-2.27
-8.35,-2.32
-8.42,-2.36
-8.50,-2.41
-8.57,-2.45
-8.63,-2.49
-8.71,-2.53
-8.79,-2.58
-8.86,-2.63
-8.93,-2.67
-9.01,-2.72
-9.07,-2.76
-9.16,-2.81
-9.24,-2.85
-9.30,-2.90
-9.38,-2.94
-9.46,-2.98
-9.53,-3.03
-9.61,-3.07
-9.69,-3.12
-9.76,-3.16
-9.85,-3.21
-9.93,-3.25
-10.00,-3.30
-10.09,-3.34
-10.17,-3.39
-10.24,-3.43
-10.33,-3.48
-10.41,-3.52
-10.49,-3.56
-10.58,-3.61
-10.67,-3.65
-10.75,-3.70
-10.84,-3.74
-10.92,-3.79
-11.00,-3.83
-11.09,-3.87
-11.19,-3.92
-11.27,-3.97
-11.36,-4.01
-11.45,-4.05
-11.53,-4.10
-11.63,-4.14
-11.72,-4.19
-11.81,-4.23
-11.90,-4.28
-12.00,-4.32
-12.09,-4.37
-12.19,-4.41
-12.29,-4.46
-12.37,-4.50
-12.48,-4.54
-12.57,-4.59
-12.68,-4.63
-12.77,-4.68
-12.87,-4.72
-12.96,-4.77
-13.07,-4.81
-13.17,-4.86
-13.27,-4.90
-13.37,-4.95
-13.47,-4.99
-13.57,-5.04
-13.67,-5.08
-13.78,-5.12
-13.88,-5.17
-13.98,-5.21
-14.08,-5.26
-14.19,-5.30
-14.29,-5.35
-14.39,-5.39
-14.49,-5.44
-14.59,-5.48
-14.69,-5.53
-14.80,-5.57
-14.90,-5.62
-15.00,-5.66
-15.11,-5.70
-15.21,-5.75
-15.31,-5.79
-15.42,-5.84
-15.52,-5.88
-15.62,-5.93
-15.73,-5.97
-15.83,-6.02
-15.93,-6.06
-16.03,-6.11
-16.14,-6.15
-16.24,-6.19
-16.34,-6.24
-16.45,-6.29
-16.55,-6.33
-16.65,-6.37
-16.75,-6.42
-16.86,-6.47
-16.96,-6.51
-17.07,-6.55
-17.16,-6.59
-17.27,-6.64
-17.37,-6.69
-17.48,-6.73
-17.58,-6.78
-17.67,-6.82
-17.78,-6.86
-17.88,-6.91
-17.98,-6.95
-18.09,-7.00
-18.19,-7.04
-18.29,-7.09
-18.39,-7.13
-18.49,-7.17
-18.59,-7.22
-18.70,-7.26
-18.80,-7.31
-18.90,-7.36
-18.99,-7.40
-19.09,-7.44
-19.20,-7.49
-19.29,-7.53
-19.40,-7.58
-19.49,-7.62
-19.59,-7.67
-19.69,-7.71
-19.78,-7.76
-19.88,-7.80
-19.98,-7.84
-20.08,-7.89
-20.17,-7.93
-20.27,-7.98
-20.37,-8.03
-20.47,-8.07
-20.57,-8.11
-20.66,-8.16
-20.76,-8.20
-20.85,-8.25
-20.95,-8.29
-21.05,-8.34
-21.14,-8.38
-21.23,-8.43
-21.33,-8.47
-21.42,-8.52
-21.52,-8.56
-21.61,-8.60
-21.70,-8.65
-21.80,-8.69
-21.89,-8.74
-21.99,-8.78
-22.08,-8.83
-22.17,-8.87
-22.26,-8.91
-22.35,-8.96
-22.44,-9.01
-22.54,-9.05
-22.63,-9.09
-22.72,-9.14
-22.81,-9.18
-22.90,-9.23
-22.99,-9.27
-23.08,-9.32
-23.17,-9.36
-23.26,-9.40
-23.35,-9.45
-23.45,-9.50
-23.53,-9.54
-23.62,-9.58
-23.71,-9.63
-23.80,-9.67
-23.88,-9.72
-23.92,-9.76
-23.87,-9.77
-23.44,-9.73
-23.06,-9.68
-22.69,-9.63
-22.30,-9.58
-21.95,-9.54
-21.67,-9.49
-21.37,-9.45
-21.07,-9.40
-20.84,-9.36
-20.51,-9.31
-20.28,-9.26
-20.01,-9.22
-19.77,-9.17
-19.52,-9.13
-19.30,-9.08
-19.07,-9.04
-18.84,-8.99
-18.65,-8.95
-18.43,-8.91
-18.24,-8.86
-18.05,-8.81
-17.87,-8.77
-17.69,-8.72
-17.50,-8.68
-17.32,-8.64
-17.14,-8.59
-16.96,-8.54
-16.78,-8.50
-16.62,-8.45
-16.43,-8.41
-16.27,-8.36
-16.09,-8.32
-15.92,-8.27
-15.77,-8.23
-15.59,-8.18
-15.42,-8.14
-15.25,-8.10
-15.10,-8.05
-14.93,-8.00
-14.77,-7.96
-14.60,-7.92
-14.44,-7.87
-14.28,-7.83
-14.12,-7.78
-13.96,-7.74
-13.79,-7.69
-13.64,-7.64
-13.47,-7.60
-13.32,-7.56
-13.15,-7.51
-13.00,-7.46
-12.84,-7.42
-12.69,-7.38
-12.55,-7.33
-12.39,-7.29
-12.24,-7.24
-12.09,-7.20
-11.93,-7.15
-11.78,-7.11
-11.63,-7.06
-11.47,-7.02
-11.32,-6.97
-11.16,-6.92
-11.02,-6.88
-10.87,-6.84
-10.72,-6.79
-10.56,-6.75
-10.42,-6.70
-10.27,-6.66
-10.12,-6.62
-9.97,-6.57
-9.82,-6.53
-9.67,-6.48
-9.53,-6.43
-9.39,-6.39
-9.25,-6.34
-9.11,-6.30
-8.97,-6.25
-8.83,-6.21
-8.70,-6.17
-8.56,-6.12
-8.42,-6.07
-8.28,-6.03
-8.15,-5.99
-8.02,-5.94
-7.89,-5.90
-7.75,-5.85
-7.62,-5.81
-7.49,-5.76
-7.37,-5.72
-7.23,-5.67
-7.11,-5.63
-6.98,-5.58
-6.86,-5.54
-6.73,-5.50
-6.60,-5.45
-6.48,-5.41
-6.36,-5.36
-6.24,-5.32
-6.12,-5.27
-6.01,-5.22
-5.89,-5.18
-5.77,-5.14
-5.66,-5.09
-5.55,-5.05
-5.44,-5.00
-5.33,-4.96
-5.22,-4.91
-5.11,-4.87
-5.01,-4.82
-4.90,-4.78
-4.79,-4.73
-4.69,-4.69
-4.59,-4.64
-4.49,-4.60
-4.39,-4.56
-4.29,-4.51
-4.19,-4.47
-4.09,-4.42
-3.99,-4.38
-3.90,-4.33
-3.80,-4.29
-3.71,-4.24
-3.61,-4.20
-3.52,-4.15
-3.44,-4.11
-3.34,-4.06
-3.26,-4.02
-3.17,-3.97
-3.09,-3.93
-3.01,-3.88
-2.93,-3.84
-2.85,-3.79
-2.76,-3.75
-2.70,-3.70
-2.61,-3.66
-2.55,-3.62
-2.47,-3.57
-2.40,-3.52
-2.34,-3.48
-2.27,-3.43
-2.20,-3.39
-2.13,-3.34
-2.07,-3.30
-2.01,-3.26
-1.95,-3.21
-1.89,-3.17
-1.82,-3.12
-1.76,-3.08
-1.70,-3.03
-1.65,-2.99
-1.58,-2.94
-1.53,-2.90
-1.47,-2.85
-1.41,-2.81
-1.35,-2.77
-1.30,-2.72
-1.24,-2.68
-1.18,-2.63
-1.13,-2.59
-1.08,-2.55
-1.02,-2.50
-0.96,-2.46
-0.91,-2.41
-0.85,-2.37
-0.80,-2.32
-0.75,-2.27
-0.69,-2.23
-0.64,-2.18
-0.59,-2.14
-0.53,-2.10
-0.48,-2.05
-0.43,-2.00
-0.37,-1.96
-0.31,-1.91
-0.26,-1.87
-0.21,-1.82
-0.15,-1.78
-0.09,-1.74
-0.04,-1.69
0.01,-1.65
0.07,-1.60
0.12,-1.56
0.18,-1.52
0.24,-1.47
0.29,-1.43
0.34,-1.38
0.40,-1.34
0.47,-1.29
0.52,-1.25
0.58,-1.20
0.63,-1.16
0.69,-1.11
0.76,-1.07
0.82,-1.02
0.88,-0.98
0.94,-0.93
1.00,-0.89
1.07,-0.84
1.13,-0.80
1.20,-0.75
1.27,-0.71
1.34,-0.66
1.41,-0.62
1.48,-0.58
1.55,-0.53
1.63,-0.49
1.71,-0.45
1.79,-0.40
1.88,-0.36
1.96,-0.31
2.06,-0.27
2.15,-0.22
2.26,-0.18
2.37,-0.13
2.48,-0.09
2.60,-0.04
2.72,0.00
2.84,0.05
2.96,0.09
3.08,0.14
3.20,0.18
3.33,0.23
3.45,0.27
3.57,0.32
3.69,0.36
3.80,0.41
3.91,0.45
4.02,0.49
4.13,0.54
4.23,0.58
4.33,0.63
4.43,0.67
4.53,0.72
4.63,0.76
4.73,0.81
4.83,0.85
4.93,0.90
5.03,0.94
5.14,0.98
5.24,1.03
5.33,1.07
5.44,1.12
5.54,1.16
5.64,1.21
5.74,1.26
5.84,1.30
5.94,1.34
6.03,1.39
6.13,1.43
6.23,1.48
6.33,1.52
6.42,1.57
6.52,1.61
6.61,1.66
6.71,1.70
6.80,1.75
6.90,1.79
6.98,1.83
7.08,1.88
7.17,1.92
7.26,1.97
7.34,2.01
7.43,2.06
7.52,2.10
7.61,2.15
7.69,2.19
7.77,2.24
7.86,2.28
7.94,2.33
8.02,2.37
8.11,2.42
8.18,2.46
8.26,2.51
8.34,2.55
8.42,2.59
8.49,2.64
8.57,2.68
8.64,2.73
8.72,2.77
8.80,2.82
8.88,2.86
8.96,2.90
9.03,2.95
9.11,3.00
9.19,3.04
9.27,3.09
9.34,3.13
9.42,3.17
9.50,3.22
9.57,3.27
9.65,3.31
9.73,3.35
9.80,3.40
9.88,3.45
9.95,3.49
10.03,3.53
10.10,3.58
10.18,3.62
10.26,3.66
10.34,3.71
10.41,3.76
10.49,3.80
10.56,3.84
10.64,3.89
10.72,3.93
10.80,3.98
10.88,4.02
10.96,4.06
11.04,4.11
11.12,4.15
11.20,4.20
11.28,4.24
11.36,4.29
11.44,4.33
11.52,4.38
11.61,4.42
11.69,4.47
11.77,4.51
11.85,4.56
11.93,4.60
12.01,4.65
12.09,4.69
12.17,4.74
12.26,4.78
12.34,4.82
12.42,4.87
12.50,4.91
12.58,4.96
12.67,5.00
12.74,5.05
12.83,5.09
12.91,5.14
12.99,5.18
13.07,5.23
13.16,5.27
13.25,5.32
13.33,5.36
13.41,5.40
13.50,5.45
13.58,5.49
13.67,5.54
13.75,5.59
13.83,5.63
13.91,5.68
13.99,5.72
14.08,5.76
14.15,5.81
14.23,5.85
14.31,5.90
14.39,5.94
14.47,5.98
14.55,6.03
14.63,6.07
14.71,6.12
14.79,6.16
14.88,6.21
14.96,6.25
15.05,6.30
15.14,6.35
15.21,6.39
15.29,6.43
15.38,6.48
15.46,6.52
15.54,6.56
15.62,6.61
15.70,6.65
15.78,6.70
15.87,6.74
15.95,6.79
16.04,6.83
16.12,6.88
16.21,6.92
16.29,6.97
16.38,7.01
16.47,7.05
16.55,7.10
16.64,7.14
16.73,7.19
16.81,7.23
16.90,7.28
16.99,7.32
17.08,7.37
17.17,7.41
17.27,7.46
17.35,7.50
17.45,7.54
17.54,7.59
17.63,7.64
17.72,7.68
17.82,7.72
17.92,7.77
18.00,7.82
18.10,7.86
18.19,7.90
18.28,7.95
18.37,7.99
18.46,8.04
18.55,8.08
18.64,8.13
18.73,8.17
18.83,8.21
18.92,8.26
19.01,8.30
19.11,8.35
19.21,8.39
19.30,8.44
19.40,8.48
19.50,8.53
19.59,8.57
19.68,8.62
19.78,8.66
19.87,8.71
19.97,8.75
20.06,8.80
20.16,8.84
20.25,8.88
20.34,8.93
20.44,8.97
20.54,9.02
20.62,9.06
20.72,9.11
20.81,9.15
20.91,9.19
21.00,9.24
21.10,9.28
21.19,9.33
21.28,9.37
21.38,9.42
21.47,9.46
21.57,9.51
21.66,9.55
21.76,9.60
21.85,9.64
21.95,9.69
22.04,9.73
21.98,9.76
21.85,9.75
21.46,9.71
21.00,9.66
20.57,9.61
20.25,9.57
19.94,9.52
19.62,9.47
19.37,9.43
19.09,9.38
18.84,9.33
18.56,9.29
18.35,9.25
18.09,9.20
17.87,9.16
17.65,9.11
17.42,9.07
17.21,9.02
17.00,8.98
16.81,8.93
16.62,8.89
16.43,8.84
16.23,8.80
16.05,8.75
15.87,8.71
15.69,8.66
15.51,8.61
15.34,8.57
15.16,8.53
15.00,8.48
14.83,8.44
14.66,8.39
14.50,8.35
14.34,8.30
14.17,8.26
14.01,8.22
13.85,8.17
13.70,8.12
13.55,8.08
13.40,8.03
13.25,7.99
13.10,7.95
12.95,7.90
12.80,7.85
12.66,7.81
12.52,7.77
12.37,7.72
12.23,7.68
12.08,7.63
11.95,7.59
11.81,7.54
11.67,7.50
11.53,7.45
11.39,7.41
11.25,7.36
11.12,7.32
10.98,7.27
10.84,7.23
10.71,7.18
10.58,7.14
10.44,7.10
10.31,7.05
10.17,7.00
10.05,6.96
9.92,6.91
9.80,6.87
9.67,6.82
9.55,6.78
9.42,6.74
9.30,6.69
9.18,6.65
9.06,6.60
8.94,6.56
8.81,6.51
8.70,6.47
8.59,6.42
8.48,6.38
8.35,6.33
8.24,6.29
8.13,6.24
8.02,6.20
7.92,6.15
7.81,6.11
7.70,6.06
7.60,6.02
7.49,5.97
7.38,5.93
7.28,5.88
7.18,5.84
7.07,5.80
6.97,5.75
6.88,5.71
6.77,5.66
6.68,5.62
6.58,5.57
6.49,5.53
6.39,5.48
6.30,5.43
6.20,5.39
6.11,5.35
6.03,5.30
5.93,5.26
5.85,5.21
5.75,5.17
5.67,5.12
5.58,5.08
5.49,5.03
5.40,4.99
5.32,4.94
5.23,4.90
5.15,4.85
5.07,4.81
4.99,4.76
4.91,4.72
4.82,4.68
4.74,4.63
4.66,4.59
4.59,4.54
4.51,4.50
4.43,4.45
4.36,4.41
4.28,4.36
4.21,4.32
4.13,4.28
4.04,4.23
3.96,4.18
3.89,4.14
3.81,4.09
3.74,4.05
3.65,4.01
3.57,3.96
3.50,3.91
3.42,3.87
3.35,3.83
3.26,3.78
3.19,3.74
3.11,3.69
3.04,3.65
2.96,3.61
2.89,3.56
2.81,3.51
2.74,3.47
2.67,3.43
2.59,3.38
2.51,3.33
2.44,3.29
2.37,3.24
2.29,3.20
2.22,3.16
2.14,3.11
2.07,3.07
2.00,3.02
1.93,2.98
1.86,2.93
1.78,2.89
1.70,2.84
1.64,2.80
1.56,2.75
1.49,2.71
1.42,2.67
1.35,2.62
1.28,2.58
1.21,2.53
1.13,2.48
1.06,2.44
0.98,2.39
0.92,2.35
0.85,2.31
0.79,2.27
0.71,2.22
0.64,2.18
0.57,2.13
0.50,2.08
0.43,2.04
0.36,1.99
0.28,1.95
0.21,1.91
0.15,1.86
0.08,1.81
0.01,1.77
-0.06,1.72
-0.14,1.68
-0.20,1.64
-0.27,1.59
-0.35,1.55
-0.42,1.50
-0.49,1.46
-0.54,1.41
-0.58,1.37
-0.65,1.33
-0.71,1.28
-0.77,1.23
-0.84,1.19
-0.90,1.15
-0.97,1.10
-1.04,1.06
-1.10,1.01
-1.17,0.96
-1.24,0.92
-1.31,0.88
-1.39,0.83
-1.47,0.79
-1.55,0.74
-1.63,0.70
-1.73,0.65
-1.82,0.61
-1.93,0.56
-2.02,0.52
-2.13,0.47
-2.24,0.43
-2.36,0.39
-2.48,0.34
-2.60,0.29
-2.71,0.25
-2.84,0.21
-2.96,0.16
-3.09,0.12
-3.21,0.07
-3.34,0.03
-3.46,-0.01
-3.59,-0.06
-3.71,-0.10
-3.83,-0.15
-3.94,-0.20
-4.07,-0.24
-4.19,-0.28
-4.32,-0.33
-4.43,-0.37
-4.55,-0.42
-4.66,-0.46
-4.78,-0.50
-4.90,-0.55
-5.02,-0.59
-5.13,-0.64
-5.25,-0.68
-5.37,-0.73
-5.49,-0.77
-5.60,-0.82
-5.72,-0.86
-5.84,-0.91
-5.96,-0.95
-6.08,-1.00
-6.20,-1.04
-6.31,-1.09
-6.42,-1.13
-6.53,-1.17
-6.64,-1.22
-6.74,-1.27
-6.82,-1.31
-6.90,-1.35
-6.97,-1.40
-7.04,-1.44
-7.10,-1.49
-7.16,-1.54
-7.23,-1.58
-7.29,-1.62
-7.36,-1.67
-7.43,-1.72
-7.49,-1.76
-7.55,-1.80
-7.61,-1.85
-7.68,-1.89
-7.75,-1.94
-7.81,-1.98
-7.88,-2.02
-7.94,-2.07
-8.01,-2.11
-8.08,-2.16
-8.14,-2.20
-8.21,-2.25
-8.29,-2.29
-8.35,-2.34
-8.42,-2.38
-8.49,-2.43
-8.56,-2.47
-8.63,-2.52
-8.71,-2.56
-8.78,-2.61
-8.85,-2.65
-8.92,-2.70
-9.00,-2.74
-9.07,-2.78
-9.15,-2.83
-9.22,-2.87
-9.30,-2.92
-9.37,-2.96
-9.45,-3.01
-9.53,-3.05
-9.60,-3.10
-9.68,-3.14
-9.75,-3.19
-9.83,-3.23
-9.91,-3.28
-9.99,-3.32
-10.07,-3.36
-10.16,-3.41
-10.24,-3.45
-10.32,-3.50
-10.41,-3.54
-10.49,-3.58
-10.57,-3.63
-10.65,-3.68
-10.74,-3.72
-10.83,-3.77
-10.92,-3.81
-11.00,-3.86
-11.09,-3.90
-11.18,-3.95
-11.27,-3.99
-11.35,-4.03
-11.45,-4.08
-11.54,-4.12
-11.63,-4.17
-11.72,-4.21
-11.81,-4.25
-11.90,-4.30
-12.00,-4.34
-12.10,-4.39
-12.19,-4.43
-12.29,-4.48
-12.38,-4.52
-12.48,-4.57
-12.58,-4.61
-12.68,-4.66
-12.77,-4.70
-12.87,-4.75
-12.97,-4.79
-13.07,-4.84
-13.17,-4.88
-13.27,-4.93
-13.37,-4.97
-13.47,-5.02
-13.57,-5.06
-13.67,-5.10
-13.77,-5.15
-13.88,-5.19
-13.98,-5.24
-14.08,-5.28
-14.18,-5.33
-14.28,-5.37
-14.38,-5.41
-14.48,-5.46
-14.59,-5.51
-14.69,-5.55
-14.79,-5.59
-14.89,-5.64
-14.99,-5.68
-15.10,-5.73
-15.20,-5.77
-15.31,-5.82
-15.41,-5.86
-15.51,-5.91
-15.61,-5.95
-15.73,-6.00
-15.82,-6.04
-15.93,-6.09
-16.02,-6.13
-16.13,-6.18
-16.24,-6.22
-16.34,-6.26
-16.44,-6.31
-16.55,-6.35
-16.65,-6.40
-16.76,-6.45
-16.86,-6.49
-16.96,-6.53
-17.06,-6.57
-17.17,-6.62
-17.27,-6.66
-17.38,-6.71
-17.48,-6.75
-17.58,-6.80
-17.69,-6.84
-17.79,-6.89
-17.89,-6.93
-18.00,-6.98
-18.10,-7.02
-18.21,-7.07
-18.31,-7.11
-18.41,-7.15
-18.52,-7.20
-18.62,-7.24
-18.72,-7.29
-18.83,-7.33
-18.92,-7.38
-19.03,-7.43
-19.13,-7.47
-19.23,-7.51
-19.33,-7.56
-19.43,-7.60
-19.53,-7.64
-19.63,-7.69
-19.73,-7.73
-19.82,-7.78
-19.93,-7.82
-20.02,-7.87
-20.13,-7.91
-20.22,-7.96
-20.32,-8.00
-20.42,-8.05
-20.52,-8.09
-20.62,-8.14
-20.71,-8.18
-20.80,-8.23
-20.90,-8.27
-21.00,-8.32
-21.09,-8.36
-21.18,-8.40
-21.28,-8.45
-21.37,-8.49
-21.47,-8.54
-21.56,-8.58
-21.66,-8.63
-21.75,-8.67
-21.85,-8.72
-21.94,-8.76
-22.03,-8.81
-22.13,-8.85
-22.22,-8.89
-22.31,-8.94
-22.41,-8.98
-22.50,-9.03
-22.59,-9.07
-22.69,-9.12
-22.78,-9.16
-22.87,-9.21
-22.96,-9.25
-23.06,-9.30
-23.14,-9.34
-23.24,-9.38
-23.33,-9.43
-23.42,-9.47
-23.51,-9.52
-23.60,-9.57
-23.69,-9.61
-23.78,-9.65
-23.87,-9.69
-23.97,-9.74
-23.90,-9.77
-23.77,-9.75
-23.33,-9.70
-22.89,-9.65
-22.49,-9.60
-22.13,-9.55
-21.83,-9.51
-21.49,-9.46
-21.24,-9.42
-20.95,-9.37
-20.67,-9.33
-20.41,-9.28
-20.15,-9.24
-19.91,-9.19
-19.66,-9.15
-19.44,-9.10
-19.20,-9.06
-18.98,-9.01
-18.76,-8.97
-18.56,-8.92
-18.36,-8.88
-18.15,-8.83
-17.98,-8.79
-17.79,-8.74
-17.60,-8.70
-17.43,-8.65
-17.25,-8.61
-17.06,-8.56
-16.90,-8.52
-16.72,-8.47
-16.54,-8.43
-16.38,-8.38
-16.20,-8.34
-16.03,-8.29
-15.86,-8.25
-15.70,-8.20
-15.53,-8.16
-15.36,-8.11
-15.20,-8.07
-15.03,-8.02
-14.87,-7.98
-14.71,-7.94
-14.54,-7.89
-14.38,-7.85
-14.22,-7.80
-14.06,-7.75
-13.89,-7.71
-13.73,-7.66
-13.58,-7.62
-13.42,-7.57
-13.26,-7.53
-13.11,-7.48
-12.95,-7.44
-12.80,-7.40
-12.65,-7.35
-12.50,-7.31
-12.34,-7.26
-12.19,-7.22
-12.04,-7.17
-11.89,-7.13
-11.74,-7.08
-11.59,-7.04
-11.43,-6.99
-11.28,-6.95
-11.14,-6.90
-10.99,-6.86
-10.83,-6.81
-10.68,-6.77
-10.53,-6.72
-10.38,-6.68
-10.24,-6.64
-10.09,-6.59
-9.94,-6.55
-9.79,-6.50
-9.65,-6.45
-9.50,-6.41
-9.36,-6.37
-9.22,-6.32
-9.07,-6.28
-8.94,-6.23
-8.80,-6.19
-8.66,-6.14
-8.52,-6.10
-8.38,-6.05
-8.25,-6.01
-8.11,-5.96
-7.98,-5.92
-7.84,-5.87
-7.71,-5.83
-7.58,-5.78
-7.45,-5.74
-7.32,-5.69
-7.19,-5.65
-7.06,-5.60
-6.93,-5.56
-6.81,-5.52
-6.69,-5.47
-6.56,-5.43
-6.44,-5.38
-6.32,-5.34
-6.20,-5.29
-6.08,-5.25
-5.96,-5.20
-5.85,-5.16
-5.72,-5.11
-5.62,-5.07
-5.51,-5.02
-5.40,-4.98
-5.29,-4.93
-5.18,-4.89
-5.08,-4.84
-4.97,-4.80
-4.87,-4.75
-4.76,-4.71
-4.66,-4.67
-4.56,-4.62
-4.46,-4.57
-4.36,-4.53
-4.26,-4.48
-4.16,-4.44
-4.07,-4.39
-3.97,-4.35
-3.88,-4.31
-3.78,-4.26
-3.69,-4.21
-3.60,-4.17
-3.51,-4.13
-3.42,-4.08
-3.33,-4.03
-3.25,-3.99
-3.16,-3.95
-3.09,-3.91
-3.00,-3.86
-2.92,-3.81
-2.84,-3.77
-2.77,-3.72
-2.69,-3.68
-2.62,-3.64
-2.55,-3.59
-2.47,-3.55
-2.41,-3.50
-2.34,-3.46
-2.27,-3.41
-2.20,-3.37
-2.14,-3.32
-2.07,-3.28
-2.01,-3.23
-1.95,-3.19
-1.88,-3.15
-1.83,-3.10
-1.76,-3.05
-1.71,-3.01
-1.65,-2.96
-1.58,-2.92
-1.53,-2.87
-1.47,-2.83
-1.42,-2.79
-1.36,-2.74
-1.30,-2.70
-1.24,-2.65
-1.19,-2.61
-1.14,-2.56
-1.09,-2.52
-1.03,-2.48
-0.97,-2.43
-0.92,-2.39
-0.87,-2.34
-0.82,-2.30
-0.76,-2.25
-0.71,-2.20
-0.66,-2.16
-0.60,-2.12
-0.56,-2.07
-0.50,-2.03
-0.44,-1.98
-0.39,-1.93
-0.34,-1.89
-0.29,-1.84
-0.23,-1.80
-0.18,-1.76
-0.12,-1.71
-0.07,-1.67
-0.02,-1.62
0.04,-1.58
0.09,-1.54
0.15,-1.49
0.20,-1.45
0.25,-1.40
0.31,-1.36
0.36,-1.32
0.43,-1.27
0.49,-1.22
0.54,-1.18
0.60,-1.13
0.66,-1.09
0.73,-1.04
0.79,-1.00
0.86,-0.95
0.92,-0.91
0.98,-0.86
1.05,-0.82
1.11,-0.78
1.17,-0.73
1.24,-0.69
1.31,-0.64
1.39,-0.60
1.46,-0.55
1.53,-0.51
1.61,-0.47
1.70,-0.42
1.77,-0.37
1.87,-0.33
1.95,-0.29
2.05,-0.24
2.15,-0.19
2.26,-0.15
2.37,-0.10
2.49,-0.06
2.60,-0.01
2.60,0.01
2.63,0.02
2.68,0.03
2.82,0.06
2.98,0.12
3.12,0.17
3.28,0.23
3.43,0.28
3.59,0.34
3.73,0.40
3.89,0.45
4.00,0.51
4.14,0.56
4.27,0.62
4.39,0.67
4.51,0.73
4.63,0.78
4.76,0.83
4.88,0.89
5.00,0.95
5.12,1.00
5.24,1.05
5.36,1.11
5.48,1.16
5.61,1.22
5.72,1.27
5.85,1.32
5.96,1.38
6.08,1.43
6.20,1.49
6.32,1.54
6.43,1.60
6.55,1.65
6.66,1.71
6.78,1.76
6.89,1.82
7.00,1.87
7.12,1.93
7.22,1.98
7.33,2.04
7.44,2.09
7.54,2.15
7.64,2.20
7.75,2.26
7.84,2.31
7.94,2.37
8.05,2.42
8.14,2.48
8.24,2.53
8.34,2.59
8.43,2.64
8.52,2.69
8.62,2.75
8.72,2.80
8.82,2.86
8.91,2.91
9.00,2.97
9.10,3.02
9.19,3.08
9.29,3.13
9.38,3.18
9.48,3.24
9.57,3.29
9.66,3.35
9.76,3.41
9.85,3.46
9.94,3.52
10.03,3.57
10.13,3.63
10.22,3.68
10.32,3.73
10.41,3.79
10.50,3.84
10.59,3.90
10.69,3.95
10.78,4.01
10.88,4.06
10.98,4.11
11.07,4.17
11.18,4.22
11.27,4.28
11.37,4.34
11.46,4.39
11.56,4.45
11.66,4.50
11.76,4.56
11.85,4.61
11.96,4.66
12.05,4.72
12.15,4.77
12.25,4.83
12.35,4.88
12.45,4.94
12.55,4.99
12.65,5.05
12.76,5.10
12.86,5.15
12.96,5.21
13.06,5.26
13.17,5.32
13.28,5.37
13.38,5.43
13.48,5.48
13.59,5.54
13.70,5.59
13.80,5.65
13.90,5.70
14.00,5.75
14.11,5.81
14.22,5.86
14.31,5.92
14.41,5.97
14.51,6.03
14.61,6.08
14.71,6.14
14.80,6.19
14.91,6.25
15.01,6.30
15.11,6.36
15.22,6.41
15.32,6.47
15.43,6.52
15.53,6.57
15.63,6.63
15.73,6.69
15.83,6.74
15.94,6.79
16.06,6.85
16.16,6.90
16.27,6.96
16.37,7.01
16.44,7.06
16.55,7.12
16.67,7.17
16.79,7.23
16.90,7.28
17.01,7.34
17.13,7.40
17.23,7.45
17.35,7.51
17.46,7.56
17.57,7.62
17.68,7.67
17.80,7.73
17.91,7.78
18.03,7.84
18.15,7.89
18.26,7.94
18.37,8.00
18.50,8.05
18.60,8.11
18.72,8.16
18.84,8.22
18.95,8.27
19.06,8.32
19.18,8.38
19.29,8.43
19.41,8.49
19.53,8.54
19.64,8.59
19.76,8.65
19.88,8.71
20.00,8.76
20.11,8.81
20.23,8.87
20.34,8.92
20.46,8.98
20.57,9.03
20.69,9.09
20.80,9.14
20.93,9.20
21.04,9.25
21.15,9.31
21.26,9.36
21.39,9.42
21.50,9.47
21.62,9.52
21.73,9.58
21.85,9.63
21.96,9.69
22.07,9.74
22.18,9.80
22.29,9.85
22.40,9.91
22.50,9.96
22.61,10.02
22.71,10.07
22.81,10.13
22.91,10.18
23.01,10.24
23.11,10.29
23.21,10.35
23.31,10.40
23.40,10.45
23.50,10.51
23.59,10.56
23.68,10.62
23.77,10.67
23.86,10.73
23.95,10.78
24.04,10.84
24.13,10.89
24.22,10.95
24.30,11.00
24.39,11.06
24.48,11.11
24.56,11.16
24.65,11.22
24.74,11.27
24.82,11.33
24.90,11.38
24.98,11.44
25.07,11.49
25.15,11.54
25.23,11.60
25.32,11.65
25.40,11.71
25.48,11.76
25.56,11.82
25.65,11.87
25.73,11.93
25.81,11.98
25.89,12.04
25.97,12.09
26.04,12.15
26.13,12.20
26.20,12.25
26.28,12.31
26.36,12.37
26.43,12.42
26.51,12.47
26.58,12.53
26.66,12.58
26.73,12.64
26.81,12.69
26.87,12.75
26.95,12.80
27.03,12.86
27.09,12.91
27.16,12.97
27.22,13.02
27.29,13.07
27.35,13.13
27.41,13.18
27.47,13.24
27.52,13.30
27.57,13.35
27.63,13.40
27.68,13.46
27.73,13.51
